game_id,title,aliases,series,release_year,release_state,primary_genre,platforms,source_type,source_id,cover_url,notes
steam_514900_observer,>observer_,,,2017,released,adventure,PC,steamdb,steam:514900,https://steamcdn-a.akamaihd.net/steam/apps/514900/header.jpg,Publisher: Aspyr | Tags: Cyberpunk; Horror; Psychological Horror; Atmospheric
steam_282800_100_orange_juice,100% Orange Juice,,,2014,released,indie,PC,steamdb,steam:282800,https://steamcdn-a.akamaihd.net/steam/apps/282800/header.jpg,Publisher: Fruitbat Factory | Tags: Anime; Board Game; Cute; Multiplayer
steam_410110_12_is_better_than_6,12 is Better Than 6,,,2015,released,action,PC,steamdb,steam:410110,https://steamcdn-a.akamaihd.net/steam/apps/410110/header.jpg,Publisher: HypeTrain Digital | Tags: Action; Shooter; Singleplayer; Indie
steam_360640_12_labours_of_hercules_ii_the_cretan_bull,12 Labours of Hercules II: The Cretan Bull,,,2015,released,casual,PC,steamdb,steam:360640,https://steamcdn-a.akamaihd.net/steam/apps/360640/header.jpg,Publisher: Jetdogs Studios | Tags: Casual; Strategy; Time Management; Singleplayer
steam_322110_20xx,20XX,,,2017,released,action,PC,steamdb,steam:322110,https://steamcdn-a.akamaihd.net/steam/apps/322110/header.jpg,Publisher: Batterystaple Games | Tags: Platformer; Action; Indie; Rogue-like
steam_368360_60_seconds,60 Seconds!,,,2015,released,adventure,PC,steamdb,steam:368360,https://steamcdn-a.akamaihd.net/steam/apps/368360/header.jpg,Publisher: Robot Gentleman | Tags: Survival; Post-apocalyptic; Singleplayer; Strategy
steam_251570_7_days_to_die,7 Days to Die,,,2013,released,action,PC,steamdb,steam:251570,https://steamcdn-a.akamaihd.net/steam/apps/251570/header.jpg,Publisher: The Fun Pimps Entertainment LLC | Tags: Early Access; Survival; Zombies; Open World
steam_296910_8bitboytm,8BitBoy™,,,2014,released,action,PC,steamdb,steam:296910,https://steamcdn-a.akamaihd.net/steam/apps/296910/header.jpg,Publisher: AwesomeBlade | Tags: Platformer; Indie; Action; Casual
steam_250420_8bitmmo,8BitMMO,,,2015,released,action,PC,steamdb,steam:250420,https://steamcdn-a.akamaihd.net/steam/apps/250420/header.jpg,Publisher: Archive Entertainment | Tags: Free to Play; Massively Multiplayer; Sandbox; Pixel Graphics
steam_503560_911_operator,911 Operator,,,2017,released,casual,PC,steamdb,steam:503560,https://steamcdn-a.akamaihd.net/steam/apps/503560/header.jpg,"Publisher: Games Operators, PlayWay S.A. | Tags: Simulation; Strategy; Management; Casual"
steam_327410_a_bird_story,A Bird Story,,,2014,released,adventure,PC,steamdb,steam:327410,https://steamcdn-a.akamaihd.net/steam/apps/327410/header.jpg,Publisher: Freebird Games | Tags: Indie; Story Rich; Great Soundtrack; Short
steam_977950_a_dance_of_fire_and_ice,A Dance of Fire and Ice,,,2019,released,indie,PC,steamdb,steam:977950,https://steamcdn-a.akamaihd.net/steam/apps/977950/header.jpg,"Publisher: 7th Beat Games, indienova"
steam_503820_a_detective_s_novel,A Detective's Novel,,,2016,released,adventure,PC,steamdb,steam:503820,https://steamcdn-a.akamaihd.net/steam/apps/503820/header.jpg,Publisher: Amaterasu Software | Tags: Indie; Adventure; Visual Novel; Detective
steam_253230_a_hat_in_time,A Hat in Time,,,2017,released,adventure,PC,steamdb,steam:253230,https://steamcdn-a.akamaihd.net/steam/apps/253230/header.jpg,Publisher: Gears for Breakfast | Tags: 3D Platformer; Cute; Great Soundtrack; Indie
steam_105000_a_new_beginning_final_cut,A New Beginning - Final Cut,,,2012,released,adventure,PC,steamdb,steam:105000,https://steamcdn-a.akamaihd.net/steam/apps/105000/header.jpg,Publisher: Daedalic Entertainment | Tags: Adventure; Point & Click; Indie; Sci-fi
steam_278360_a_story_about_my_uncle,A Story About My Uncle,,,2014,released,adventure,PC,steamdb,steam:278360,https://steamcdn-a.akamaihd.net/steam/apps/278360/header.jpg,Publisher: Coffee Stain Publishing | Tags: Adventure; First-Person; Parkour; Platformer
steam_222640_aarklash_legacy,Aarklash: Legacy,,,2013,released,adventure,PC,steamdb,steam:222640,https://steamcdn-a.akamaihd.net/steam/apps/222640/header.jpg,Publisher: Bigben Interactive | Tags: RPG; Strategy; Tactical; Fantasy
steam_473690_absolver,Absolver,,,2017,released,action,PC,steamdb,steam:473690,https://steamcdn-a.akamaihd.net/steam/apps/473690/header.jpg,Publisher: Devolver Digital | Tags: Fighting; Action; Martial Arts; Multiplayer
steam_255070_abyss_odyssey,Abyss Odyssey,,,2014,released,action,PC,steamdb,steam:255070,https://steamcdn-a.akamaihd.net/steam/apps/255070/header.jpg,Publisher: SEGA | Tags: Action; Platformer; Indie; Side Scroller
steam_384190_abzu,ABZU,,,2016,released,action,PC,steamdb,steam:384190,https://steamcdn-a.akamaihd.net/steam/apps/384190/header.jpg,Publisher: 505 Games | Tags: Relaxing; Atmospheric; Underwater; Exploration
steam_518580_accounting_legacy,Accounting (Legacy),,,2016,released,adventure,PC,steamdb,steam:518580,https://steamcdn-a.akamaihd.net/steam/apps/518580/header.jpg,Publisher: Crows Crows Crows | Tags: Adventure; Indie; VR; Comedy
steam_228400_ace_combat_assault_horizon_enhanced_edition,Ace Combat Assault Horizon - Enhanced Edition,,,2013,released,action,PC,steamdb,steam:228400,https://steamcdn-a.akamaihd.net/steam/apps/228400/header.jpg,Publisher: BANDAI NAMCO Entertainment | Tags: Action; Simulation; Flight; Military
steam_502500_ace_combattm_7_skies_unknown,ACE COMBAT™ 7: SKIES UNKNOWN,,,2019,released,action,PC,steamdb,steam:502500,https://steamcdn-a.akamaihd.net/steam/apps/502500/header.jpg,Publisher: BANDAI NAMCO Entertainment
steam_224540_ace_of_spades_battle_builder,Ace of Spades: Battle Builder,,,2012,released,action,PC,steamdb,steam:224540,https://steamcdn-a.akamaihd.net/steam/apps/224540/header.jpg,Publisher: Jagex
steam_346900_adventure_capitalist,AdVenture Capitalist,,,2015,released,casual,PC,steamdb,steam:346900,https://steamcdn-a.akamaihd.net/steam/apps/346900/header.jpg,Publisher: Hyper Hippo Games | Tags: Free to Play; Clicker; Capitalism; Casual
steam_462930_adventure_communist,AdVenture Communist,,,2016,released,casual,PC,steamdb,steam:462930,https://steamcdn-a.akamaihd.net/steam/apps/462930/header.jpg,Publisher: Hyper Hippo Games | Tags: Early Access; Free to Play; Clicker; Casual
steam_429790_adventurequest_3d,AdventureQuest 3D,,,2016,released,action,PC,steamdb,steam:429790,https://steamcdn-a.akamaihd.net/steam/apps/429790/header.jpg,"Publisher: Artix Entertainment, LLC | Tags: Early Access; Free to Play; RPG; Massively Multiplayer"
steam_211440_adventures_of_shuggy,Adventures of Shuggy,,,2012,released,indie,PC,steamdb,steam:211440,https://steamcdn-a.akamaihd.net/steam/apps/211440/header.jpg,Publisher: Smudged Cat Games Ltd | Tags: Platformer; Indie; Puzzle; Puzzle-Platformer
steam_217750_age_of_conan_unchained,Age of Conan: Unchained,,,2013,released,action,PC,steamdb,steam:217750,https://steamcdn-a.akamaihd.net/steam/apps/217750/header.jpg,Publisher: Funcom | Tags: Free to Play; Massively Multiplayer; RPG; Action
steam_221380_age_of_empires_ii_2013,Age of Empires II (2013),,,2013,released,strategy,PC,steamdb,steam:221380,https://steamcdn-a.akamaihd.net/steam/apps/221380/header.jpg,Publisher: Xbox Game Studios | Tags: Strategy; RTS; Multiplayer; Medieval
steam_813780_age_of_empires_ii_definitive_edition,Age of Empires II: Definitive Edition,,,2019,released,strategy,PC,steamdb,steam:813780,https://steamcdn-a.akamaihd.net/steam/apps/813780/header.jpg,Publisher: Xbox Game Studios
steam_105450_age_of_empires_iii_complete_collection,Age of Empires® III: Complete Collection,,,2012,released,simulation,PC,steamdb,steam:105450,https://steamcdn-a.akamaihd.net/steam/apps/105450/header.jpg,Publisher: Xbox Game Studios | Tags: Strategy; RTS; Base-Building; Multiplayer
steam_266840_age_of_mythology_extended_edition,Age of Mythology: Extended Edition,,,2014,released,simulation,PC,steamdb,steam:266840,https://steamcdn-a.akamaihd.net/steam/apps/266840/header.jpg,Publisher: Xbox Game Studios | Tags: Strategy; RTS; Mythology; Classic
steam_226840_age_of_wonders_iii,Age of Wonders III,,,2014,released,rpg,PC,steamdb,steam:226840,https://steamcdn-a.akamaihd.net/steam/apps/226840/header.jpg,Publisher: Paradox Interactive | Tags: Strategy; Turn-Based Strategy; Fantasy; RPG
steam_718850_age_of_wonders_planetfall,Age of Wonders: Planetfall,,,2019,released,strategy,PC,steamdb,steam:718850,https://steamcdn-a.akamaihd.net/steam/apps/718850/header.jpg,Publisher: Paradox Interactive
steam_40400_ai_war_fleet_command,AI War: Fleet Command,,,2009,released,indie,PC,steamdb,steam:40400,https://steamcdn-a.akamaihd.net/steam/apps/40400/header.jpg,"Publisher: Arcen Games, LLC | Tags: Strategy; RTS; Space; Indie"
steam_714010_aim_lab,Aim Lab,,,2018,released,action,PC,steamdb,steam:714010,https://steamcdn-a.akamaihd.net/steam/apps/714010/header.jpg,Publisher: Statespace | Tags: Early Access; Action; Indie; First-Person
steam_757240_aimtastic,Aimtastic,,,2018,released,action,PC,steamdb,steam:757240,https://steamcdn-a.akamaihd.net/steam/apps/757240/header.jpg,Publisher: Pixel Pointer Studios | Tags: Early Access; Free to Play; Action; Indie
steam_206500_airmech_strike,AirMech Strike,,,2018,released,action,PC,steamdb,steam:206500,https://steamcdn-a.akamaihd.net/steam/apps/206500/header.jpg,Publisher: Carbon Games | Tags: Free to Play; Strategy; Multiplayer; Mechs
steam_317250_airscape_the_fall_of_gravity,Airscape - The Fall of Gravity,,,2015,released,action,PC,steamdb,steam:317250,https://steamcdn-a.akamaihd.net/steam/apps/317250/header.jpg,Publisher: Senpai Studios | Tags: Indie; Difficult; Platformer; Action
steam_108710_alan_wake,Alan Wake,,,2012,released,action,PC,steamdb,steam:108710,https://steamcdn-a.akamaihd.net/steam/apps/108710/header.jpg,Publisher: Remedy Entertainment | Tags: Action; Horror; Adventure; Third Person
steam_761890_albion_online,Albion Online,,,2018,released,free_to_play,PC,steamdb,steam:761890,https://steamcdn-a.akamaihd.net/steam/apps/761890/header.jpg,Publisher: Sandbox Interactive GmbH | Tags: Massively Multiplayer; RPG; Sandbox; MMORPG
steam_22650_alien_breed_2_assault,Alien Breed 2: Assault,,,2010,released,action,PC,steamdb,steam:22650,https://steamcdn-a.akamaihd.net/steam/apps/22650/header.jpg,Publisher: Team17 Digital Ltd | Tags: Action; Shooter; Isometric; Third Person
steam_22670_alien_breed_3_descent,Alien Breed 3: Descent,,,2010,released,action,PC,steamdb,steam:22670,https://steamcdn-a.akamaihd.net/steam/apps/22670/header.jpg,Publisher: Team17 Digital Ltd | Tags: Action; Shooter; Third Person; Sci-fi
steam_22610_alien_breed_impact,Alien Breed: Impact,,,2010,released,action,PC,steamdb,steam:22610,https://steamcdn-a.akamaihd.net/steam/apps/22610/header.jpg,Publisher: Team17 Digital Ltd | Tags: Action; Shooter; Sci-fi; Aliens
steam_217920_alien_rage_unlimited,Alien Rage - Unlimited,,,2013,released,action,PC,steamdb,steam:217920,https://steamcdn-a.akamaihd.net/steam/apps/217920/header.jpg,Publisher: CI Games | Tags: Action; FPS; Sci-fi; Singleplayer
steam_33100_alien_shooter,Alien Shooter,,,2009,released,action,PC,steamdb,steam:33100,https://steamcdn-a.akamaihd.net/steam/apps/33100/header.jpg,Publisher: Sigma Team Inc. | Tags: Action; Shooter; Indie; RPG
steam_33120_alien_shooter_2_reloaded,Alien Shooter 2: Reloaded,,,2009,released,action,PC,steamdb,steam:33120,https://steamcdn-a.akamaihd.net/steam/apps/33120/header.jpg,Publisher: Sigma Team Inc. | Tags: Action; Indie; RPG; Shooter
steam_630_alien_swarm,Alien Swarm,,,2010,released,action,PC,steamdb,steam:630,https://steamcdn-a.akamaihd.net/steam/apps/630/header.jpg,Publisher: Valve | Tags: Free to Play; Co-op; Action; Multiplayer
steam_563560_alien_swarm_reactive_drop,Alien Swarm: Reactive Drop,,,2017,released,action,PC,steamdb,steam:563560,https://steamcdn-a.akamaihd.net/steam/apps/563560/header.jpg,Publisher: Reactive Drop Team | Tags: Free to Play; Co-op; Multiplayer; Action
steam_10680_aliens_vs_predatortm,Aliens vs. Predator™,,,2010,released,action,PC,steamdb,steam:10680,https://steamcdn-a.akamaihd.net/steam/apps/10680/header.jpg,Publisher: SEGA | Tags: Action; FPS; Aliens; Multiplayer
steam_49540_aliens_colonial_marines_collection,Aliens: Colonial Marines Collection,,,2013,released,action,PC,steamdb,steam:49540,https://steamcdn-a.akamaihd.net/steam/apps/49540/header.jpg,Publisher: SEGA
steam_34010_alpha_protocoltm,Alpha Protocol™,,,2010,released,action,PC,steamdb,steam:34010,https://steamcdn-a.akamaihd.net/steam/apps/34010/header.jpg,Publisher: SEGA | Tags: RPG; Stealth; Action; Choices Matter
steam_41300_altitude,Altitude,,,2009,released,action,PC,steamdb,steam:41300,https://steamcdn-a.akamaihd.net/steam/apps/41300/header.jpg,Publisher: Nimbly Games | Tags: Free to Play; Action; Indie; Multiplayer
steam_274310_always_sometimes_monsters,Always Sometimes Monsters,,,2014,released,indie,PC,steamdb,steam:274310,https://steamcdn-a.akamaihd.net/steam/apps/274310/header.jpg,Publisher: Vagabond Dog | Tags: RPGMaker; Indie; RPG; Story Rich
steam_955900_amazing_cultivation_simulator,Amazing Cultivation Simulator,,,2019,released,indie,PC,steamdb,steam:955900,https://steamcdn-a.akamaihd.net/steam/apps/955900/header.jpg,Publisher: Gamera Game
steam_13140_america_s_army_3,America's Army 3,,,2009,released,action,PC,steamdb,steam:13140,https://steamcdn-a.akamaihd.net/steam/apps/13140/header.jpg,Publisher: U.S. Army | Tags: Action; Free to Play; FPS; Multiplayer
steam_203290_america_s_army_proving_grounds,America's Army: Proving Grounds,,,2013,released,action,PC,steamdb,steam:203290,https://steamcdn-a.akamaihd.net/steam/apps/203290/header.jpg,Publisher: U.S. Army | Tags: Free to Play; FPS; Action; Multiplayer
steam_270880_american_truck_simulator,American Truck Simulator,,,2016,released,indie,PC,steamdb,steam:270880,https://steamcdn-a.akamaihd.net/steam/apps/270880/header.jpg,Publisher: SCS Software | Tags: Simulation; Driving; Open World; America
steam_239200_amnesia_a_machine_for_pigs,Amnesia: A Machine for Pigs,,,2013,released,action,PC,steamdb,steam:239200,https://steamcdn-a.akamaihd.net/steam/apps/239200/header.jpg,Publisher: Frictional Games | Tags: Horror; Indie; Walking Simulator; First-Person
steam_57300_amnesia_the_dark_descent,Amnesia: The Dark Descent,,,2010,released,action,PC,steamdb,steam:57300,https://steamcdn-a.akamaihd.net/steam/apps/57300/header.jpg,Publisher: Frictional Games | Tags: Horror; First-Person; Atmospheric; Survival Horror
steam_250620_among_the_sleep_enhanced_edition,Among the Sleep - Enhanced Edition,,,2014,released,action,PC,steamdb,steam:250620,https://steamcdn-a.akamaihd.net/steam/apps/250620/header.jpg,Publisher: Krillbite Studio | Tags: Horror; Indie; Adventure; Atmospheric
steam_945360_among_us,Among Us,,,2018,released,casual,PC,steamdb,steam:945360,https://steamcdn-a.akamaihd.net/steam/apps/945360/header.jpg,Publisher: Innersloth
steam_242940_anachronox,Anachronox,,,2013,released,rpg,PC,steamdb,steam:242940,https://steamcdn-a.akamaihd.net/steam/apps/242940/header.jpg,Publisher: Square Enix | Tags: RPG; Cyberpunk; Sci-fi; Comedy
steam_266430_anarchy_arcade,Anarchy Arcade,,,2014,released,casual,PC,steamdb,steam:266430,https://steamcdn-a.akamaihd.net/steam/apps/266430/header.jpg,Publisher: Elijah Newman-Gomez | Tags: Early Access; Free to Play; Sandbox; Multiplayer
steam_620590_ancestors_legacy,Ancestors Legacy,,,2018,released,strategy,PC,steamdb,steam:620590,https://steamcdn-a.akamaihd.net/steam/apps/620590/header.jpg,Publisher: 1C Entertainment | Tags: Strategy; Violent; Real-Time; Tactical
steam_18700_and_yet_it_moves,And Yet It Moves,,,2009,released,action,PC,steamdb,steam:18700,https://steamcdn-a.akamaihd.net/steam/apps/18700/header.jpg,Publisher: Broken Rules | Tags: Platformer; Indie; Puzzle; 2D
steam_822240_animal_jam_play_wild,Animal Jam - Play Wild!,,,2018,released,adventure,PC,steamdb,steam:822240,https://steamcdn-a.akamaihd.net/steam/apps/822240/header.jpg,"Publisher: WildWorks, Inc."
steam_327220_anna_s_quest,Anna's Quest,,,2015,released,adventure,PC,steamdb,steam:327220,https://steamcdn-a.akamaihd.net/steam/apps/327220/header.jpg,Publisher: Daedalic Entertainment | Tags: Adventure; Point & Click; Female Protagonist; Indie
steam_48240_anno_2070tm,Anno 2070™,,,2011,released,strategy,PC,steamdb,steam:48240,https://steamcdn-a.akamaihd.net/steam/apps/48240/header.jpg,Publisher: Ubisoft | Tags: Strategy; City Builder; Simulation; Futuristic
steam_375910_anno_2205tm,Anno 2205™,,,2015,released,simulation,PC,steamdb,steam:375910,https://steamcdn-a.akamaihd.net/steam/apps/375910/header.jpg,Publisher: Ubisoft | Tags: Strategy; City Builder; Simulation; Futuristic
steam_236730_anomaly_2,Anomaly 2,,,2013,released,action,PC,steamdb,steam:236730,https://steamcdn-a.akamaihd.net/steam/apps/236730/header.jpg,Publisher: 11 bit studios | Tags: Strategy; Indie; Action; Tower Defense
steam_91200_anomaly_warzone_earth,Anomaly: Warzone Earth,,,2011,released,action,PC,steamdb,steam:91200,https://steamcdn-a.akamaihd.net/steam/apps/91200/header.jpg,Publisher: 11 bit studios | Tags: Strategy; Indie; Tower Defense; Action
steam_521150_another_brick_in_the_mall,Another Brick in The Mall,,,2016,released,indie,PC,steamdb,steam:521150,https://steamcdn-a.akamaihd.net/steam/apps/521150/header.jpg,Publisher: The Quadsphere | Tags: Early Access; Simulation; Management; Building
steam_219890_antichamber,Antichamber,,,2013,released,adventure,PC,steamdb,steam:219890,https://steamcdn-a.akamaihd.net/steam/apps/219890/header.jpg,Publisher: Demruth | Tags: Puzzle; First-Person; Indie; Surreal
steam_113400_apb_reloaded,APB Reloaded,,,2011,released,action,PC,steamdb,steam:113400,https://steamcdn-a.akamaihd.net/steam/apps/113400/header.jpg,Publisher: Little Orbit | Tags: Free to Play; Open World; Action; Character Customization
steam_960980_apsulov_end_of_gods,Apsulov: End of Gods,,,2019,released,action,PC,steamdb,steam:960980,https://steamcdn-a.akamaihd.net/steam/apps/960980/header.jpg,Publisher: Angry Demon Studio
steam_24420_aquaria,Aquaria,,,2008,released,indie,PC,steamdb,steam:24420,https://steamcdn-a.akamaihd.net/steam/apps/24420/header.jpg,"Publisher: Bit Blot, LLC | Tags: Metroidvania; Indie; Female Protagonist; Exploration"
steam_280160_aragami,Aragami,,,2016,released,action,PC,steamdb,steam:280160,https://steamcdn-a.akamaihd.net/steam/apps/280160/header.jpg,Publisher: Lince Works | Tags: Stealth; Ninja; Action; Assassin
steam_304030_archeage,ArcheAge,,,2015,released,free_to_play,PC,steamdb,steam:304030,https://steamcdn-a.akamaihd.net/steam/apps/304030/header.jpg,Publisher: Trion Worlds | Tags: Massively Multiplayer; Free to Play; MMORPG; Open World
steam_207230_archebladetm,ArcheBlade™,,,2014,released,action,PC,steamdb,steam:207230,https://steamcdn-a.akamaihd.net/steam/apps/207230/header.jpg,Publisher: Codebrush Games | Tags: Free to Play; Anime; Action; Fighting
steam_530700_argo,Argo,,,2017,released,action,PC,steamdb,steam:530700,https://steamcdn-a.akamaihd.net/steam/apps/530700/header.jpg,Publisher: Bohemia Interactive | Tags: Free to Play; Shooter; FPS; Multiplayer
steam_342180_arizona_sunshine,Arizona Sunshine,,,2016,released,action,PC,steamdb,steam:342180,https://steamcdn-a.akamaihd.net/steam/apps/342180/header.jpg,Publisher: Vertigo Games | Tags: Zombies; VR; Action; Horror
steam_346110_ark_survival_evolved,ARK: Survival Evolved,,,2017,released,action,PC,steamdb,steam:346110,https://steamcdn-a.akamaihd.net/steam/apps/346110/header.jpg,Publisher: Studio Wildcard | Tags: Survival; Open World; Dinosaurs; Multiplayer
steam_407530_ark_survival_of_the_fittest,ARK: Survival Of The Fittest,,,2017,released,action,PC,steamdb,steam:407530,https://steamcdn-a.akamaihd.net/steam/apps/407530/header.jpg,Publisher: Studio Wildcard | Tags: Free to Play; Survival; Dinosaurs; Multiplayer
steam_33900_arma_2,Arma 2,,,2009,released,action,PC,steamdb,steam:33900,https://steamcdn-a.akamaihd.net/steam/apps/33900/header.jpg,Publisher: Bohemia Interactive | Tags: Simulation; Military; Action; Multiplayer
steam_33930_arma_2_operation_arrowhead,Arma 2: Operation Arrowhead,,,2010,released,action,PC,steamdb,steam:33930,https://steamcdn-a.akamaihd.net/steam/apps/33930/header.jpg,Publisher: Bohemia Interactive | Tags: Simulation; Action; Military; Multiplayer
steam_107410_arma_3,Arma 3,,,2013,released,action,PC,steamdb,steam:107410,https://steamcdn-a.akamaihd.net/steam/apps/107410/header.jpg,Publisher: Bohemia Interactive | Tags: Simulation; Military; Multiplayer; Open World
steam_65790_arma_cold_war_assault,ARMA: Cold War Assault,,,2011,released,action,PC,steamdb,steam:65790,https://steamcdn-a.akamaihd.net/steam/apps/65790/header.jpg,Publisher: Bohemia Interactive | Tags: Simulation; Action; Strategy; Military
steam_65780_arma_gold_edition,ARMA: Gold Edition,,,2011,released,action,PC,steamdb,steam:65780,https://steamcdn-a.akamaihd.net/steam/apps/65780/header.jpg,Publisher: Bohemia Interactive | Tags: Simulation; Action; Military; Strategy
steam_290340_armello,Armello,,,2015,released,adventure,PC,steamdb,steam:290340,https://steamcdn-a.akamaihd.net/steam/apps/290340/header.jpg,Publisher: League of Geeks | Tags: Board Game; Turn-Based Strategy; Multiplayer; Strategy
steam_558100_art_of_war_red_tides,Art of War: Red Tides,,,2016,released,violent,PC,steamdb,steam:558100,https://steamcdn-a.akamaihd.net/steam/apps/558100/header.jpg,Publisher: Game Science | Tags: Early Access; Free to Play; Strategy; Multiplayer
steam_583950_artifact,Artifact,,,2018,released,strategy,PC,steamdb,steam:583950,https://steamcdn-a.akamaihd.net/steam/apps/583950/header.jpg,Publisher: Valve
steam_507490_ashes_of_the_singularity_escalation,Ashes of the Singularity: Escalation,,,2016,released,indie,PC,steamdb,steam:507490,https://steamcdn-a.akamaihd.net/steam/apps/507490/header.jpg,Publisher: Stardock Entertainment | Tags: Strategy; RTS; Sci-fi; Simulation
steam_33230_assassin_s_creed_2_deluxe_edition,Assassin's Creed 2 Deluxe Edition,,,2010,released,action,PC,steamdb,steam:33230,https://steamcdn-a.akamaihd.net/steam/apps/33230/header.jpg,Publisher: Ubisoft | Tags: Action; Open World; Adventure; Parkour
steam_48190_assassin_s_creed_brotherhood,Assassin’s Creed® Brotherhood,,,2011,released,action,PC,steamdb,steam:48190,https://steamcdn-a.akamaihd.net/steam/apps/48190/header.jpg,Publisher: Ubisoft | Tags: Action; Adventure; Open World; Parkour
steam_208480_assassin_s_creed_iii,Assassin’s Creed® III,,,2012,released,adventure,PC,steamdb,steam:208480,https://steamcdn-a.akamaihd.net/steam/apps/208480/header.jpg,Publisher: Ubisoft | Tags: Adventure; Open World; Action; Parkour
steam_911400_assassin_s_creed_iii_remastered,Assassin's Creed® III Remastered,,,2019,released,action,PC,steamdb,steam:911400,https://steamcdn-a.akamaihd.net/steam/apps/911400/header.jpg,Publisher: Ubisoft Entertainment
steam_242050_assassin_s_creed_iv_black_flagtm,Assassin’s Creed® IV Black Flag™,,,2013,released,action,PC,steamdb,steam:242050,https://steamcdn-a.akamaihd.net/steam/apps/242050/header.jpg,Publisher: Ubisoft | Tags: Pirates; Open World; Action; Adventure
steam_812140_assassin_s_creed_odyssey,Assassin's Creed® Odyssey,,,2018,released,action,PC,steamdb,steam:812140,https://steamcdn-a.akamaihd.net/steam/apps/812140/header.jpg,Publisher: Ubisoft
steam_201870_assassin_s_creed_revelations,Assassin's Creed® Revelations,,,2011,released,action,PC,steamdb,steam:201870,https://steamcdn-a.akamaihd.net/steam/apps/201870/header.jpg,Publisher: Ubisoft | Tags: Action; Open World; Parkour; Adventure
steam_311560_assassin_s_creed_rogue,Assassin’s Creed® Rogue,,,2015,released,action,PC,steamdb,steam:311560,https://steamcdn-a.akamaihd.net/steam/apps/311560/header.jpg,Publisher: Ubisoft | Tags: Open World; Assassin; Action; Parkour
steam_368500_assassin_s_creed_syndicate,Assassin's Creed® Syndicate,,,2015,released,action,PC,steamdb,steam:368500,https://steamcdn-a.akamaihd.net/steam/apps/368500/header.jpg,Publisher: Ubisoft | Tags: Assassin; Open World; Action; Parkour
steam_289650_assassin_s_creed_unity,Assassin's Creed® Unity,,,2014,released,action,PC,steamdb,steam:289650,https://steamcdn-a.akamaihd.net/steam/apps/289650/header.jpg,Publisher: Ubisoft | Tags: Open World; Parkour; Assassin; Stealth
steam_15100_assassin_s_creedtm_director_s_cut_edition,Assassin's Creed™: Director's Cut Edition,,,2008,released,action,PC,steamdb,steam:15100,https://steamcdn-a.akamaihd.net/steam/apps/15100/header.jpg,Publisher: Ubisoft | Tags: Action; Adventure; Open World; Stealth
steam_244210_assetto_corsa,Assetto Corsa,,,2014,released,indie,PC,steamdb,steam:244210,https://steamcdn-a.akamaihd.net/steam/apps/244210/header.jpg,Publisher: Kunos Simulazioni | Tags: Racing; Simulation; Driving; Multiplayer
steam_361420_astroneer,ASTRONEER,,,2019,released,adventure,PC,steamdb,steam:361420,https://steamcdn-a.akamaihd.net/steam/apps/361420/header.jpg,Publisher: System Era Softworks | Tags: Early Access; Open World; Survival; Multiplayer
steam_834910_atlas,ATLAS,,,2018,released,action,PC,steamdb,steam:834910,https://steamcdn-a.akamaihd.net/steam/apps/834910/header.jpg,Publisher: Grapeshot Games
steam_402570_atlas_reactor,Atlas Reactor,,,2016,released,free_to_play,PC,steamdb,steam:402570,https://steamcdn-a.akamaihd.net/steam/apps/402570/header.jpg,Publisher: Trion Worlds | Tags: Free to Play; Multiplayer; Strategy; Turn-Based Tactics
steam_552620_atom_rpg_post_apocalyptic_indie_game,ATOM RPG: Post-apocalyptic indie game,,,2018,released,rpg,PC,steamdb,steam:552620,https://steamcdn-a.akamaihd.net/steam/apps/552620/header.jpg,Publisher: AtomTeam | Tags: Early Access; RPG; Post-apocalyptic; Turn-Based Combat
steam_55040_atom_zombie_smasher,Atom Zombie Smasher,,,2011,released,indie,PC,steamdb,steam:55040,https://steamcdn-a.akamaihd.net/steam/apps/55040/header.jpg,Publisher: Blendo Games | Tags: Strategy; Zombies; Indie; Top-Down
steam_12900_audiosurf,AudioSurf,,,2008,released,indie,PC,steamdb,steam:12900,https://steamcdn-a.akamaihd.net/steam/apps/12900/header.jpg,Tags: Music; Rhythm; Indie; Casual
steam_235800_audiosurf_2,Audiosurf 2,,,2015,released,indie,PC,steamdb,steam:235800,https://steamcdn-a.akamaihd.net/steam/apps/235800/header.jpg,Publisher: Dylan Fitterer | Tags: Music; Indie; Rhythm; Music-Based Procedural Generation
steam_268420_aura_kingdom,Aura Kingdom,,,2014,released,adventure,PC,steamdb,steam:268420,https://steamcdn-a.akamaihd.net/steam/apps/268420/header.jpg,Publisher: Aeria Games | Tags: Anime; Free to Play; MMORPG; RPG
steam_46410_avencast_rise_of_the_mage,Avencast: Rise of the Mage,,,2010,released,action,PC,steamdb,steam:46410,https://steamcdn-a.akamaihd.net/steam/apps/46410/header.jpg,Publisher: Meridian4 | Tags: RPG; Action; Action RPG; Fantasy
steam_445220_avorion,Avorion,,,2020,released,action,PC,steamdb,steam:445220,https://steamcdn-a.akamaihd.net/steam/apps/445220/header_alt_assets_0.jpg,Publisher: Boxelware | Tags: Early Access; Space; Sandbox; Multiplayer
steam_204300_awesomenauts_the_2d_moba,Awesomenauts - the 2D moba,,,2012,released,action,PC,steamdb,steam:204300,https://steamcdn-a.akamaihd.net/steam/apps/204300/header.jpg,Publisher: Ronimo Games | Tags: MOBA; Multiplayer; Platformer; 2D
