asset_id,game_id,title,source_type,source_ref,cover_path,resolved_image_url,download_status,notes
GCA359,catherine,Catherine,ggapp_export,https://ggapp.io/games/nNXDKQ/catherine,/covers/games/catherine.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL25OWERLUS9iZjllMWEwZS1hNmQwLTQ1OGUtYjUzYS0yNDYwZTRjOTQ2YTkucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Matched from GG App export during reconciliation (https://ggapp.io/games/nNXDKQ/catherine).
GCA254,child_of_light,Child of Light,ggapp_export,https://ggapp.io/games/Ys74Qo/child-of-light,/covers/games/child_of_light.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1lzNzRRby8zYTE0ZjQ4NS01NGU3LTQ0NTktODBmOS1mMjlhNmIyOWJiYWQucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/Ys74Qo/child-of-light).
GCA153,chrono_cross,Chrono Cross,wikipedia_search,,/covers/games/chrono_cross.jpg,,downloaded,Auto-generated game cover row.
GCA123,chrono_trigger,Chrono Trigger,wikipedia_search,,/covers/games/chrono_trigger.jpg,,downloaded,Auto-generated game cover row.
GCA167,citizen_sleeper,Citizen Sleeper,,,,,,Auto-generated game cover row.
GCA070,clair_obscur_expedition_33,Clair Obscur: Expedition 33,ggapp_export,https://ggapp.io/games/VusVfv/clair-obscur-expedition-33,/covers/games/clair_obscur_expedition_33.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1Z1c1Zmdi9kZWIxM2U2Ny1iOTRkLTQwMjctOTY4ZS1mOGU4OTk3ZjA4NTYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/VusVfv/clair-obscur-expedition-33).
GCA312,coffee_talk,Coffee Talk,ggapp_export,https://ggapp.io/games/I5KQJM/coffee-talk,/covers/games/coffee_talk.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0k1S1FKTS83ZGZlMWQ4OS0wNzVjLTQxZTUtYmZmYi1hNWM2YWJiYzViZDguanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/I5KQJM/coffee-talk).
GCA281,contra,Contra,ggapp_export,https://ggapp.io/games/GsGZcF/contra,/covers/games/contra.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0dzR1pjRi8xYmE3YjVmZC1mNTAxLTQ3NzktYmY1Zi1iNTIxZWZiNjZmZjMucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/GsGZcF/contra).
GCA278,contra_anniversary_collection,Contra Anniversary Collection,ggapp_export,https://ggapp.io/games/z9FUnR/contra-anniversary-collection,/covers/games/contra_anniversary_collection.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL3o5RlVuUi8zNTc2MjIyMS1lNDNiLTQ1YmMtYmQxNS1hZWJlYTY1NzA3MGIuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/z9FUnR/contra-anniversary-collection).
GCA279,contra_iii_the_alien_wars,Contra III: The Alien Wars,ggapp_export,https://ggapp.io/games/A6wUp9/contra-iii-the-alien-wars,/covers/games/contra_iii_the_alien_wars.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0E2d1VwOS8yNGFkMDJjYS02MjBhLTQ5NWQtYTM3MC1kZGFlYTIwYTUxODEuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/A6wUp9/contra-iii-the-alien-wars).
GCA109,control,Control,wikipedia_search,,/covers/games/control.jpg,,downloaded,Auto-generated game cover row.
GCA006,crisis_core_final_fantasy_vii,Crisis Core: Final Fantasy VII,ggapp_export,https://ggapp.io/games/BDIIiP/crisis-core-final-fantasy-vii,/covers/games/crisis_core_final_fantasy_vii.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0JESUlpUC8yZTEwMTc1OS1kNWY5LTRiYzMtYmFkOC00MjhkZjA0NzY0ZTUucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/BDIIiP/crisis-core-final-fantasy-vii).
GCA037,daxter,Daxter,ggapp_export,https://ggapp.io/games/4KxS5A/daxter,/covers/games/daxter.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzLzRLeFM1QS9mZDE1MDc3NC02ODQyLTQxNzUtOGQ3Mi1lNWZkNjAzNmMzODcucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/4KxS5A/daxter).
GCA308,dead_or_alive_2_ultimate,Dead or Alive 2 Ultimate,ggapp_export,https://ggapp.io/games/m7h3Ox/dead-or-alive-2-ultimate,/covers/games/dead_or_alive_2_ultimate.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL203aDNPeC8zNzUxZjViMS1iZDk5LTQ1NWYtOWQxMi1jZjE3NTk1MDBhYWIuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/m7h3Ox/dead-or-alive-2-ultimate).
GCA307,dead_or_alive_3,Dead or Alive 3,ggapp_export,https://ggapp.io/games/2Yckio/dead-or-alive-3,/covers/games/dead_or_alive_3.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzLzJZY2tpby9mYTEwZGRlNS1mOGM5LTQxY2ItYTE1NS02MDY4ZmRiM2IwOWIucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/2Yckio/dead-or-alive-3).
GCA306,dead_or_alive_4,Dead or Alive 4,ggapp_export,https://ggapp.io/games/yEeQXO/dead-or-alive-4,/covers/games/dead_or_alive_4.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL3lFZVFYTy8xZWMwZjkxOC1kNzFmLTRkOGQtYjQ2MC1mMmNkMTUwOGExZDkucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/yEeQXO/dead-or-alive-4).
GCA300,dead_or_alive_5,Dead or Alive 5,ggapp_export,https://ggapp.io/games/0Ly9yo/dead-or-alive-5,/covers/games/dead_or_alive_5.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzLzBMeTl5by8xYmRhMjE2YS02MDIwLTQyNmUtYWQzYi1mZGJlNmNhZGEyODIucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/0Ly9yo/dead-or-alive-5).
GCA309,dead_or_alive_ultimate,Dead or Alive Ultimate,ggapp_export,https://ggapp.io/games/iAFYUr/dead-or-alive-ultimate,/covers/games/dead_or_alive_ultimate.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL2lBRllVci8xYTYzZGJkMS1jM2QxLTRjNDUtYWEzOC1iNGQ4MDU4NDUwNWIuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/iAFYUr/dead-or-alive-ultimate).
GCA207,dead_space,Dead Space,ggapp_export,https://ggapp.io/games/J6GwZW/dead-space,/covers/games/dead_space.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0o2R3daVy9hOWQwMmZjNC1kN2Q0LTRlZjEtYWUwZC02OTljMzM4NTI1YzYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Matched from GG App export by exact title reference (https://ggapp.io/games/J6GwZW/dead-space).
GCA208,dead_space_2,Dead Space 2,ggapp_export,https://ggapp.io/games/SMnURj/dead-space-2,/covers/games/dead_space_2.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1NNblVSai9iNTM2ODNmZS1iMmViLTQxY2ItYjI2Zi1mMDFkZWY4OGExZTQuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/SMnURj/dead-space-2).
GCA218,death_stranding,Death Stranding,ggapp_export,https://ggapp.io/games/9XbvEe/death-stranding,/covers/games/death_stranding.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzLzlYYnZFZS80MTFlZWI1NC0yNGNkLTRlMjktOWFiMy1hNjdiNzJkMDVhNDYuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Matched from GG App export by normalized title reference (https://ggapp.io/games/9XbvEe/death-stranding).
GCA290,death_stranding_director_s_cut,DEATH STRANDING DIRECTOR'S CUT,ggapp_export,https://ggapp.io/games/g3quVb/death-stranding-directors-cut,/covers/games/death_stranding_director_s_cut.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL2czcXVWYi9lNGMzOTYxYi1hMzJlLTQ5YWMtYTc3OC05ZGM2ZTkyOGE3MzQuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/g3quVb/death-stranding-directors-cut).
GCA197,deaths_door,Death's Door,wikipedia_search,,/covers/games/deaths_door.webp,,downloaded,Auto-generated game cover row.
GCA053,detroit_become_human,Detroit: Become Human,ggapp_export,https://ggapp.io/games/VDzGZD/detroit-become-human,/covers/games/detroit_become_human.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1ZEekdaRC9lMjA4OTVlOS05MGQwLTRiZGItOGE3NS01M2VlMjk5YWI2MTUuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/VDzGZD/detroit-become-human).
GCA273,deus_ex_human_revolution,Deus Ex: Human Revolution,ggapp_export,https://ggapp.io/games/HahiHI/deus-ex-human-revolution,/covers/games/deus_ex_human_revolution.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0hhaGlISS85ODdjMDc2NS04ZThmLTRiOTMtOTQzYS1mODZmZjhlNGY4ZTgucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/HahiHI/deus-ex-human-revolution).
GCA272,deus_ex_mankind_divided,Deus Ex: Mankind Divided,ggapp_export,https://ggapp.io/games/2lvCS2/deus-ex-mankind-divided,/covers/games/deus_ex_mankind_divided.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzLzJsdkNTMi82NWJmNjU4MS1jOTcwLTRjYzMtYWE1My1iY2E0Yzc5MWYxMzQuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/2lvCS2/deus-ex-mankind-divided).
GCA265,devil_may_cry,Devil May Cry,ggapp_export,https://ggapp.io/games/DScBDZ/devil-may-cry,/covers/games/devil_may_cry.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0RTY0JEWi84NGZhYTBkNS0zMmEzLTQwZjktYjNmOC01OWJkYjAwNWE5NmUucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/DScBDZ/devil-may-cry).
GCA264,devil_may_cry_2,Devil May Cry 2,ggapp_export,https://ggapp.io/games/2U4Nxf/devil-may-cry-2,/covers/games/devil_may_cry_2.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzLzJVNE54Zi9jNmJkZjM1OC05Yzg1LTRiNWEtYjNiZi04MDAxZjI2ZjI4M2EucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/2U4Nxf/devil-may-cry-2).
GCA222,devil_may_cry_4,Devil May Cry 4,ggapp_export,https://ggapp.io/games/Qwam3W/devil-may-cry-4,/covers/games/devil_may_cry_4.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1F3YW0zVy85N2JjZmQ0Ny0zNWFkLTRjYTAtOWJlNS1jZDAwMzJjM2Q5ZDcuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/Qwam3W/devil-may-cry-4).
GCA186,digimon_story_cyber_sleuth,Digimon Story: Cyber Sleuth,wikipedia_search,,/covers/games/digimon_story_cyber_sleuth.jpeg,,downloaded,Auto-generated game cover row.
GCA187,digimon_story_hackers_memory,Digimon Story: Cyber Sleuth - Hacker's Memory,wikipedia_search,,/covers/games/digimon_story_hackers_memory.jpg,,downloaded,Auto-generated game cover row.
GCA161,disco_elysium,Disco Elysium,wikipedia_search,,/covers/games/disco_elysium.jpeg,,downloaded,Auto-generated game cover row.
GCA007,dissidia_final_fantasy,Dissidia: Final Fantasy,ggapp_export,https://ggapp.io/games/iPSEOT/dissidia-final-fantasy,/covers/games/dissidia_final_fantasy.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL2lQU0VPVC8xZTAzNmQxNS1hYjcxLTRiM2UtYmM4Ni04MTBkNmVjYThiYzIucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Matched from GG App export by normalized title reference (https://ggapp.io/games/iPSEOT/dissidia-final-fantasy).
GCA093,doki_doki_literature_club_plus,Doki Doki Literature Club Plus!,ggapp_export,https://ggapp.io/games/DfG4Rc/doki-doki-literature-club-plus,/covers/games/doki_doki_literature_club_plus.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0RmRzRSYy8zZjZmNTZiNC1hOWU0LTQ2NjctYWE4Ni1jOTdjMTVjMGE5ZDcuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/DfG4Rc/doki-doki-literature-club-plus).
GCA213,donkey_kong_country,Donkey Kong Country,ggapp_export,https://ggapp.io/games/6TF6Lx/donkey-kong-country,/covers/games/donkey_kong_country.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzLzZURjZMeC85ODYxNTExYS03N2EyLTRmYTAtYmQyYS1iZTgwZmUyYmRkZDQuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/6TF6Lx/donkey-kong-country).
GCA086,donkey_kong_country_2,Donkey Kong Country 2: Diddy's Kong Quest,ggapp_export,https://ggapp.io/games/EvWYy2/donkey-kong-country-2-diddys-kong-quest,/covers/games/donkey_kong_country_2.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0V2V1l5Mi84NmZhZjQ0MC0xYzg5LTQ2ZDItYjQwMy03N2EzN2MzOTUwOTcuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/EvWYy2/donkey-kong-country-2-diddys-kong-quest).
GCA128,dragon_quest_ix,Dragon Quest IX: Sentinels of the Starry Skies,wikipedia_search,,/covers/games/dragon_quest_ix.png,,downloaded,Auto-generated game cover row.
GCA127,dragon_quest_v,Dragon Quest V: Hand of the Heavenly Bride,wikipedia_search,,/covers/games/dragon_quest_v.png,,downloaded,Auto-generated game cover row.
GCA139,dragon_quest_viii,Dragon Quest VIII: Journey of the Cursed King,wikipedia_search,,/covers/games/dragon_quest_viii.jpeg,,downloaded,Auto-generated game cover row.
GCA104,dragon_quest_xi_s,Dragon Quest XI S: Echoes of an Elusive Age,wikipedia_search,,/covers/games/dragon_quest_xi_s.jpg,,downloaded,Auto-generated game cover row.
GCA195,ender_lilies,Ender Lilies: Quietus of the Knights,wikipedia_search,,/covers/games/ender_lilies.jpg,,downloaded,Auto-generated game cover row.
GCA091,enslaved_odyssey_to_the_west,Enslaved: Odyssey to the West,ggapp_export,https://ggapp.io/games/yEme3u/enslaved-odyssey-to-the-west,/covers/games/enslaved_odyssey_to_the_west.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL3lFbWUzdS9mNTM5YzUzZC03Mzk4LTQ4MjMtOTJkOC0zOTVlMWQ0NDk5MTcuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Replaced from raw-data-images.rtf export (https://ggapp.io/games/yEme3u/enslaved-odyssey-to-the-west).
GCA055,fahrenheit_indigo_prophecy,Fahrenheit: Indigo Prophecy,ggapp_export,https://ggapp.io/games/3Ju1ub/fahrenheit,/covers/games/fahrenheit_indigo_prophecy.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzLzNKdTF1Yi8xMjA3ZmI4ZS0yZTJmLTQ3MmMtYTM2Yy05MDE2NWE3MmU3Y2IuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Matched from GG App export by alias title reference (https://ggapp.io/games/3Ju1ub/fahrenheit).
GCA344,fantasian,FANTASIAN,ggapp_export,https://ggapp.io/games/kgbKNC/fantasian,/covers/games/fantasian.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL2tnYktOQy85ODM3NzM0Mi05M2UyLTQxZjgtYmRlMy0yOTdmNzllZmE0MjcuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Imported new game and cover from GG App export (https://ggapp.io/games/kgbKNC/fantasian).
