asset_id,entry_id,collection_id,series,title,source_type,source_ref,cover_path,resolved_image_url,download_status,notes
FCA172,FFM026,final_fantasy_master,Final Fantasy,Crisis Core: Final Fantasy VII,game_cover_sync,game:crisis_core_final_fantasy_vii,/covers/games/crisis_core_final_fantasy_vii.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0JESUlpUC8yZTEwMTc1OS1kNWY5LTRiYzMtYmFkOC00MjhkZjA0NzY0ZTUucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover crisis_core_final_fantasy_vii (ggapp_export; https://ggapp.io/games/BDIIiP/crisis-core-final-fantasy-vii).
FCA173,FFM027,final_fantasy_master,Final Fantasy,Final Fantasy Tactics: The War of the Lions,wikipedia_summary,Final Fantasy Tactics: The War of the Lions,/covers/final-fantasy/FFM027.jpg,https://upload.wikimedia.org/wikipedia/en/0/04/Fftpsp3.jpg,downloaded,Primary article cover.
FCA174,FFM028,final_fantasy_master,Final Fantasy,Final Fantasy XII International Zodiac Job System,wikipedia_summary,Final Fantasy XII,/covers/final-fantasy/FFM028.png,https://upload.wikimedia.org/wikipedia/en/2/27/Final_Fantasy_XII_Box_Art.png,downloaded,Shared with parent article.
FCA175,FFM029,final_fantasy_master,Final Fantasy,Final Fantasy Crystal Chronicles: Ring of Fates,wikipedia_summary,Final Fantasy Crystal Chronicles: Ring of Fates,/covers/final-fantasy/FFM029.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Final_Fantasy_Crystal_Chronicles_-_Ring_of_Fates.jpg/330px-Final_Fantasy_Crystal_Chronicles_-_Ring_of_Fates.jpg,downloaded,Primary article cover.
FCA176,FFM030,final_fantasy_master,Final Fantasy,Final Fantasy IV: The After Years,wikipedia_summary,Final Fantasy IV: The After Years,/covers/final-fantasy/FFM030.png,https://upload.wikimedia.org/wikipedia/en/1/11/FF4TA-Logo.png,downloaded,Primary article cover.
FCA177,FFM031,final_fantasy_master,Final Fantasy,Dissidia Final Fantasy,game_cover_sync,game:dissidia_final_fantasy,/covers/games/dissidia_final_fantasy.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL2lQU0VPVC8xZTAzNmQxNS1hYjcxLTRiM2UtYmM4Ni04MTBkNmVjYThiYzIucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover dissidia_final_fantasy (ggapp_export; https://ggapp.io/games/iPSEOT/dissidia-final-fantasy).
FCA178,FFM032,final_fantasy_master,Final Fantasy,Final Fantasy Tactics A2: Grimoire of the Rift,wikipedia_summary,Final Fantasy Tactics A2: Grimoire of the Rift,/covers/final-fantasy/FFM032.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/Final_Fantasy_Tactics_A2.jpg/330px-Final_Fantasy_Tactics_A2.jpg,downloaded,Primary article cover.
FCA179,FFM033,final_fantasy_master,Final Fantasy,Final Fantasy Crystal Chronicles: My Life as a King,wikipedia_summary,Final Fantasy Crystal Chronicles: My Life as a King,/covers/final-fantasy/FFM033.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Ffccmlaaklogo.jpg/330px-Ffccmlaaklogo.jpg,downloaded,Primary article cover.
FCA180,FFM034,final_fantasy_master,Final Fantasy,Final Fantasy XIII,game_cover_sync,game:final_fantasy_xiii,/covers/games/final_fantasy_xiii.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1pjS2pTTS9lNDBjMTY2Zi04ZWFhLTQ5ZjMtOGZmNy1hODI3NTkwOWUxYzAuanBnIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover final_fantasy_xiii (ggapp_export; https://ggapp.io/games/ZcKjSM/final-fantasy-r-xiii).
FCA181,FFM035,final_fantasy_master,Final Fantasy,Final Fantasy Crystal Chronicles: Echoes of Time,wikipedia_summary,Final Fantasy Crystal Chronicles: Echoes of Time,/covers/final-fantasy/FFM035.jpg,https://upload.wikimedia.org/wikipedia/en/1/15/CC_Echoes_of_Time_cover_art.jpg,downloaded,Primary article cover.
FCA182,FFM036,final_fantasy_master,Final Fantasy,Final Fantasy Crystal Chronicles: My Life as a Darklord,wikipedia_summary,Final Fantasy Crystal Chronicles: My Life as a Darklord,/covers/final-fantasy/FFM036.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/FFCC_Dark_Lord_logo.jpg/330px-FFCC_Dark_Lord_logo.jpg,downloaded,Primary article cover.
FCA183,FFM037,final_fantasy_master,Final Fantasy,Final Fantasy Crystal Chronicles: The Crystal Bearers,wikipedia_summary,Final Fantasy Crystal Chronicles: The Crystal Bearers,/covers/final-fantasy/FFM037.png,https://upload.wikimedia.org/wikipedia/en/0/09/Final_Fantasy_Crystal_Chronicles_-_The_Crystal_Bearers.png,downloaded,Primary article cover.
FCA184,FFM038,final_fantasy_master,Final Fantasy,Final Fantasy XIV: Online,wikipedia_summary,Final Fantasy XIV,/covers/final-fantasy/FFM038.jpg,https://upload.wikimedia.org/wikipedia/en/a/a1/Final_Fantasy_XIV%2C_A_Realm_Reborn_box_cover.jpg,downloaded,Primary series article image.
FCA185,FFM039,final_fantasy_master,Final Fantasy,Final Fantasy XIII-2,game_cover_sync,game:final_fantasy_xiii_2,/covers/games/final_fantasy_xiii_2.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL3FPemFuRi9hODRjMDJhYS1kZjdmLTQ2Y2MtYjE2ZC1lYWM0MmU4NDVkNjUucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover final_fantasy_xiii_2 (ggapp_export; https://ggapp.io/games/qOzanF/final-fantasy-r-xiii-2).
FCA186,FFM040,final_fantasy_master,Final Fantasy,Dissidia 012 Final Fantasy,wikipedia_summary,Dissidia 012 Final Fantasy,/covers/final-fantasy/FFM040.png,https://upload.wikimedia.org/wikipedia/en/6/64/Dissidia_Duodecim_012_Final_Fantasy.png,downloaded,Primary article cover.
FCA187,FFM041,final_fantasy_master,Final Fantasy,Final Fantasy IV: The Complete Collection,wikipedia_summary,Final Fantasy IV: The Complete Collection,/covers/final-fantasy/FFM041.jpg,https://upload.wikimedia.org/wikipedia/en/4/4a/FFIV_Complete_Collection.jpg,downloaded,Primary article cover.
FCA188,FFM042,final_fantasy_master,Final Fantasy,Final Fantasy Type-0,wikipedia_summary,Final Fantasy Type-0,/covers/final-fantasy/FFM042.jpg,https://upload.wikimedia.org/wikipedia/en/6/65/FF_Type-0_cover.jpg,downloaded,Primary article cover.
FCA189,FFM043,final_fantasy_master,Final Fantasy,Theatrhythm Final Fantasy,wikipedia_summary,Theatrhythm Final Fantasy,/covers/final-fantasy/FFM043.png,https://upload.wikimedia.org/wikipedia/en/f/f4/Theatrhythm.png,downloaded,Primary article cover.
FCA190,FFM044,final_fantasy_master,Final Fantasy,Final Fantasy Dimensions,wikipedia_summary,Final Fantasy Dimensions,/covers/final-fantasy/FFM044.png,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Final_Fantasy_Legends_Logo.png/330px-Final_Fantasy_Legends_Logo.png,downloaded,Primary article cover.
FCA191,FFM045,final_fantasy_master,Final Fantasy,Final Fantasy XIV: A Realm Reborn,wikipedia_summary,Final Fantasy XIV: A Realm Reborn,/covers/final-fantasy/FFM045.jpg,https://upload.wikimedia.org/wikipedia/en/a/a1/Final_Fantasy_XIV%2C_A_Realm_Reborn_box_cover.jpg,downloaded,Primary article cover.
FCA192,FFM046,final_fantasy_master,Final Fantasy,Lightning Returns: Final Fantasy XIII,wikipedia_summary,Lightning Returns: Final Fantasy XIII,/covers/final-fantasy/FFM046.png,https://upload.wikimedia.org/wikipedia/en/1/1d/Lightning_Returns_Final_Fantasy_XIII_Cover_Art.png,downloaded,Primary article cover.
FCA193,FFM047,final_fantasy_master,Final Fantasy,Final Fantasy All the Bravest,wikipedia_summary,Final Fantasy All the Bravest,/covers/final-fantasy/FFM047.png,https://upload.wikimedia.org/wikipedia/en/2/26/Final_Fantasy_All_the_Bravest.PNG,downloaded,Primary article cover.
FCA194,FFM048,final_fantasy_master,Final Fantasy,Pictlogica Final Fantasy,direct_url,https://cache-na.finalfantasy.com/assets/web/common/logo_header-b6c149f6edf0eb0525ae8810e066f1166d2de3ed0a4610610d2af85dcfea1da3.png,/covers/final-fantasy/FFM048.png,https://cache-na.finalfantasy.com/assets/web/common/logo_header-b6c149f6edf0eb0525ae8810e066f1166d2de3ed0a4610610d2af85dcfea1da3.png,downloaded,No dedicated image found in current sources; using official Final Fantasy portal branding.
FCA195,FFM049,final_fantasy_master,Final Fantasy,Theatrhythm Final Fantasy: Curtain Call,wikipedia_summary,Theatrhythm Final Fantasy: Curtain Call,/covers/final-fantasy/FFM049.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Theatrhythm_Final_Fantasy_Curtain_Call_US_cover.jpg/330px-Theatrhythm_Final_Fantasy_Curtain_Call_US_cover.jpg,downloaded,Primary article cover.
FCA196,FFM050,final_fantasy_master,Final Fantasy,Final Fantasy Agito,wikipedia_summary,Final Fantasy Agito,/covers/final-fantasy/FFM050.png,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Final-Fantasy-Agito-Logo.png/330px-Final-Fantasy-Agito-Logo.png,downloaded,Primary article cover.
FCA197,FFM051,final_fantasy_master,Final Fantasy,Final Fantasy Record Keeper,wikipedia_summary,Final Fantasy Record Keeper,/covers/final-fantasy/FFM051.jpeg,https://upload.wikimedia.org/wikipedia/en/1/12/Final_Fantasy_Record_Keeper.jpeg,downloaded,Primary article cover.
FCA198,FFM052,final_fantasy_master,Final Fantasy,Final Fantasy Explorers,wikipedia_summary,Final Fantasy Explorers,/covers/final-fantasy/FFM052.png,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Final_Fantasy_Explorers_Logo.png/330px-Final_Fantasy_Explorers_Logo.png,downloaded,Primary article cover.
FCA199,FFM053,final_fantasy_master,Final Fantasy,Final Fantasy Grandmasters,wikipedia_summary,Final Fantasy Grandmasters,/covers/final-fantasy/FFM053.png,https://upload.wikimedia.org/wikipedia/en/1/1c/FF_Grandmasters_cover_art.png,downloaded,Primary article cover.
FCA200,FFM054,final_fantasy_master,Final Fantasy,Final Fantasy Brave Exvius,wikipedia_summary,Final Fantasy Brave Exvius,/covers/final-fantasy/FFM054.jpg,https://upload.wikimedia.org/wikipedia/en/c/ce/Final_Fantasy_Brave_Exvius_Logo.jpg,downloaded,Primary article cover.
FCA201,FFM055,final_fantasy_master,Final Fantasy,Mobius Final Fantasy,wikipedia_summary,Mobius Final Fantasy,/covers/final-fantasy/FFM055.png,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Mobius_FF_logo.png/330px-Mobius_FF_logo.png,downloaded,Primary article cover.
FCA202,FFM056,final_fantasy_master,Final Fantasy,World of Final Fantasy,wikipedia_summary,World of Final Fantasy,/covers/final-fantasy/FFM056.jpg,https://upload.wikimedia.org/wikipedia/en/e/e9/WoFF_cover_art_%28US%29.jpg,downloaded,Primary article cover.
FCA203,FFM057,final_fantasy_master,Final Fantasy,Final Fantasy XV,game_cover_sync,game:final_fantasy_xv,/covers/games/final_fantasy_xv.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1RQVkIwTi9kMmU0YWI1Yi1lOTUxLTRjMGQtOGRjMC02YzAxYzFiYTIxMTQucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover final_fantasy_xv (ggapp_export; https://ggapp.io/games/TPVB0N/final-fantasy-xv).
FCA204,FFM058,final_fantasy_master,Final Fantasy,Final Fantasy Brave Exvius Tap!,wikipedia_summary,Final Fantasy Brave Exvius,/covers/final-fantasy/FFM058.jpg,https://upload.wikimedia.org/wikipedia/en/c/ce/Final_Fantasy_Brave_Exvius_Logo.jpg,downloaded,Shared with parent article.
FCA205,FFM059,final_fantasy_master,Final Fantasy,World of Final Fantasy: Meli-Melo,wikipedia_summary,World of Final Fantasy,/covers/final-fantasy/FFM059.jpg,https://upload.wikimedia.org/wikipedia/en/e/e9/WoFF_cover_art_%28US%29.jpg,downloaded,Shared with parent article.
FCA206,FFM060,final_fantasy_master,Final Fantasy,Final Fantasy Dimensions II,wikipedia_summary,Final Fantasy Dimensions II,/covers/final-fantasy/FFM060.jpg,https://upload.wikimedia.org/wikipedia/en/3/31/Final_Fantasy_Legends%2C_Toki_no_Suishou.jpg,downloaded,Primary article cover.
FCA207,FFM061,final_fantasy_master,Final Fantasy,Dissidia Final Fantasy NT,wikipedia_summary,Dissidia Final Fantasy NT,/covers/final-fantasy/FFM061.jpg,https://upload.wikimedia.org/wikipedia/en/c/c1/Dissidia_Final_Fantasy_NT_cover_art.jpg,downloaded,Primary article cover.
FCA208,FFM062,final_fantasy_master,Final Fantasy,Final Fantasy XV Royal Edition,wikipedia_summary,Final Fantasy XV,/covers/final-fantasy/FFM062.jpg,https://upload.wikimedia.org/wikipedia/en/5/5a/FF_XV_cover_art.jpg,downloaded,Shared with parent article.
FCA209,FFM063,final_fantasy_master,Final Fantasy,Final Fantasy XV Pocket Edition,wikipedia_summary,Final Fantasy XV Pocket Edition,/covers/final-fantasy/FFM063.png,https://upload.wikimedia.org/wikipedia/en/c/c6/XV_Pocket_logo.png,downloaded,Primary article cover.
FCA210,FFM064,final_fantasy_master,Final Fantasy,Final Fantasy Explorers-Force,wikipedia_summary,Final Fantasy Explorers,/covers/final-fantasy/FFM064.png,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Final_Fantasy_Explorers_Logo.png/330px-Final_Fantasy_Explorers_Logo.png,downloaded,Shared with parent article.
FCA211,FFM065,final_fantasy_master,Final Fantasy,Dissidia Final Fantasy Opera Omnia,wikipedia_summary,Dissidia Final Fantasy Opera Omnia,/covers/final-fantasy/FFM065.jpg,https://upload.wikimedia.org/wikipedia/en/e/e4/Dissidia_Final_Fantasy_Opera_Omnia.jpg,downloaded,Primary article cover.
FCA212,FFM066,final_fantasy_master,Final Fantasy,War of the Visions: Final Fantasy Brave Exvius,wikipedia_summary,War of the Visions: Final Fantasy Brave Exvius,/covers/final-fantasy/FFM066.jpg,https://upload.wikimedia.org/wikipedia/en/5/53/War_of_the_Visions_FFBE_Key_Art.jpg,downloaded,Primary article cover.
FCA213,FFM067,final_fantasy_master,Final Fantasy,Final Fantasy VIII Remastered,wikipedia_summary,Final Fantasy VIII,/covers/final-fantasy/FFM067.jpg,https://upload.wikimedia.org/wikipedia/en/5/5d/Final_Fantasy_8_ntsc-front.jpg,downloaded,Shared with parent article.
FCA214,FFM068,final_fantasy_master,Final Fantasy,Final Fantasy Crystal Chronicles Remastered Edition,direct_url,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000027419/a138045cd1ef99d67758093e43de4a697591ef26a898e564d4dc2df08a8260b2",/covers/final-fantasy/FFM068.jpg,"https://assets.nintendo.com/image/upload/c_fill,w_1200/q_auto:best/f_auto/dpr_2.0/store/software/switch/70010000027419/a138045cd1ef99d67758093e43de4a697591ef26a898e564d4dc2df08a8260b2",downloaded,Official Nintendo Store artwork.
FCA215,FFM069,final_fantasy_master,Final Fantasy,Final Fantasy VII Remake,game_cover_sync,game:final_fantasy_vii_remake,/covers/games/final_fantasy_vii_remake.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0Q4S3BmYy8zOGU2MzViMi0xNmNlLTQ1ZmUtOTk3Yi1mOTcwMzdmNWQ0ZjUucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover final_fantasy_vii_remake (ggapp_export; https://ggapp.io/games/D8Kpfc/final-fantasy-vii-remake).
FCA216,FFM070,final_fantasy_master,Final Fantasy,Final Fantasy Pixel Remaster,wikipedia_summary,Final Fantasy Pixel Remaster,/covers/final-fantasy/FFM070.png,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Final_Fantasy_Pixel_Remaster.png/330px-Final_Fantasy_Pixel_Remaster.png,downloaded,Primary article cover.
FCA217,FFM071,final_fantasy_master,Final Fantasy,Final Fantasy VII Remake Intergrade,wikipedia_summary,Final Fantasy VII Remake,/covers/final-fantasy/FFM071.png,https://upload.wikimedia.org/wikipedia/en/c/ce/FFVIIRemake.png,downloaded,Shared with parent article.
FCA218,FFM072,final_fantasy_master,Final Fantasy,Final Fantasy VII: The First Soldier,direct_url,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Final_Fantasy_VII_The_First_Soldier_logo.png/330px-Final_Fantasy_VII_The_First_Soldier_logo.png,/covers/final-fantasy/FFM072.png,https://upload.wikimedia.org/wikipedia/en/thumb/1/1a/Final_Fantasy_VII_The_First_Soldier_logo.png/330px-Final_Fantasy_VII_The_First_Soldier_logo.png,downloaded,Direct article image fallback.
FCA219,FFM073,final_fantasy_master,Final Fantasy,Stranger of Paradise: Final Fantasy Origin,direct_url,https://upload.wikimedia.org/wikipedia/en/1/17/Stranger_of_Paradise_Final_Fantasy_Origin.png,/covers/final-fantasy/FFM073.png,https://upload.wikimedia.org/wikipedia/en/1/17/Stranger_of_Paradise_Final_Fantasy_Origin.png,downloaded,Direct article image fallback.
FCA220,FFM074,final_fantasy_master,Final Fantasy,Crisis Core: Final Fantasy VII Reunion,wikipedia_summary,Crisis Core: Final Fantasy VII,/covers/final-fantasy/FFM074.png,https://upload.wikimedia.org/wikipedia/en/3/32/Crisis_Core.png,downloaded,Shared with parent article.
FCA221,FFM075,final_fantasy_master,Final Fantasy,Theatrhythm Final Bar Line,direct_url,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Theatrhythm_Final_Bar_Line.png/330px-Theatrhythm_Final_Bar_Line.png,/covers/final-fantasy/FFM075.png,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Theatrhythm_Final_Bar_Line.png/330px-Theatrhythm_Final_Bar_Line.png,downloaded,Direct article image fallback.
FCA222,FFM076,final_fantasy_master,Final Fantasy,Final Fantasy XVI,wikipedia_summary,Final Fantasy XVI,/covers/final-fantasy/FFM076.png,https://upload.wikimedia.org/wikipedia/en/0/00/Final_Fantasy_XVI_cover_art.png,downloaded,Primary article cover.
FCA223,FFM077,final_fantasy_master,Final Fantasy,Final Fantasy VII: Ever Crisis,wikipedia_summary,Final Fantasy VII: Ever Crisis,/covers/final-fantasy/FFM077.png,https://upload.wikimedia.org/wikipedia/en/4/46/Ever_Crisis_logo.png,downloaded,Primary article cover.
FCA224,FFM078,final_fantasy_master,Final Fantasy,Final Fantasy VII Rebirth,wikipedia_summary,Final Fantasy VII Rebirth,/covers/final-fantasy/FFM078.png,https://upload.wikimedia.org/wikipedia/en/7/75/Boxart_for_Final_Fantasy_VII_Rebirth.png,downloaded,Primary article cover.
FCA225,FFM079,final_fantasy_master,Final Fantasy,Final Fantasy Tactics - The Ivalice Chronicles,direct_url,https://cache-na.finalfantasy.com/uploads/content/file/2025/06/05/20263/logo_fftic.jpg,/covers/final-fantasy/FFM079.jpg,https://cache-na.finalfantasy.com/uploads/content/file/2025/06/05/20263/logo_fftic.jpg,downloaded,Official announcement artwork.
FCA226,FFM080,final_fantasy_master,Final Fantasy,DISSIDIA DUELLUM FINAL FANTASY,direct_url,https://cache-na.finalfantasy.com/uploads/content/file/2025/10/14/20779/DDFF_logo.jpg,/covers/final-fantasy/FFM080.jpg,https://cache-na.finalfantasy.com/uploads/content/file/2025/10/14/20779/DDFF_logo.jpg,downloaded,Official announcement artwork.
FCA001,KHM001,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts,game_cover_sync,game:kingdom_hearts,/covers/games/kingdom_hearts.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL1g5bkR6Zy9hMWZlZjNiMy0wNDExLTRhNGMtYjFhZi03OGM5YzIzMjYxNzAucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover kingdom_hearts (ggapp_export; https://ggapp.io/games/X9nDzg/kingdom-hearts).
FCA002,KHM002,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts Final Mix,wikipedia_summary,Kingdom Hearts (video game),/covers/kingdom-hearts/KHM002.jpg,https://upload.wikimedia.org/wikipedia/en/8/85/Kingdom_Hearts.jpg,downloaded,Shared with parent article.
FCA003,KHM003,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts: Chain of Memories,game_cover_sync,game:kingdom_hearts_chain_of_memories,/covers/games/kingdom_hearts_chain_of_memories.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL01vcVRJWC83MThhNWFkMy1jMzY2LTQwNGUtODM5OS0yNjg4ODVmMTJjM2EucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover kingdom_hearts_chain_of_memories (ggapp_export; https://ggapp.io/games/MoqTIX/kingdom-hearts-chain-of-memories).
FCA004,KHM004,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts II,game_cover_sync,game:kingdom_hearts_ii,/covers/games/kingdom_hearts_ii.jpg,https://d2d2z3qzqjizpf.cloudfront.net/eyJidWNrZXQiOiJnZ2FwcCIsImtleSI6Im1lZGlhL2dhbWVzL0gya3MzQS9jMDM4MWYwYy05NjU0LTQzYzgtYTYzZC0zZWM4MzY1YjFkMWQucG5nIiwiZWRpdHMiOnsidG9Gb3JtYXQiOiJqcGciLCJqcGVnIjp7InF1YWxpdHkiOjgwLCJjaHJvbWFTdWJzYW1wbGluZyI6IjQ6NDo0In0sInJlc2l6ZSI6eyJ3aWR0aCI6MzE2LCJoZWlnaHQiOjQ3NH19fQ==,downloaded,Synced from mapped game cover kingdom_hearts_ii (ggapp_export; https://ggapp.io/games/H2ks3A/kingdom-hearts-ii).
FCA005,KHM005,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts II Final Mix,wikipedia_summary,Kingdom Hearts II,/covers/kingdom-hearts/KHM005.jpg,https://upload.wikimedia.org/wikipedia/en/e/ed/Kingdom_Hearts_II_%28PS2%29.jpg,downloaded,Shared with parent article.
FCA006,KHM006,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts Re:Chain of Memories,wikipedia_summary,Kingdom Hearts: Chain of Memories,/covers/kingdom-hearts/KHM006.jpg,https://upload.wikimedia.org/wikipedia/en/1/1d/KingdomHeartsCoMCover_.jpg,downloaded,Shared with parent article.
FCA007,KHM007,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts Coded,wikipedia_summary,Kingdom Hearts Coded,/covers/kingdom-hearts/KHM007.png,https://upload.wikimedia.org/wikipedia/en/8/8e/Kingdom_Hearts_coded_logo.png,downloaded,Primary article cover.
FCA008,KHM008,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts Mobile,wikipedia_summary,Kingdom Hearts,/covers/kingdom-hearts/KHM008.png,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Kingdom_Hearts_logo.png/330px-Kingdom_Hearts_logo.png,downloaded,No dedicated article cover found so use franchise image.
FCA009,KHM009,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts 358/2 Days,wikipedia_summary,Kingdom Hearts 358/2 Days,/covers/kingdom-hearts/KHM009.jpg,https://upload.wikimedia.org/wikipedia/en/5/56/KingdomdaysNA.jpg,downloaded,Primary article cover.
FCA010,KHM010,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts Birth by Sleep,wikipedia_summary,Kingdom Hearts Birth by Sleep,/covers/kingdom-hearts/KHM010.jpg,https://upload.wikimedia.org/wikipedia/en/9/9a/Kingdom_Hearts_Birth_by_Sleep_Boxart.jpg,downloaded,Primary article cover.
FCA011,KHM011,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts Re:coded,wikipedia_summary,Kingdom Hearts Coded,/covers/kingdom-hearts/KHM011.png,https://upload.wikimedia.org/wikipedia/en/8/8e/Kingdom_Hearts_coded_logo.png,downloaded,Shared with parent article.
FCA012,KHM012,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts Birth by Sleep Final Mix,wikipedia_summary,Kingdom Hearts Birth by Sleep,/covers/kingdom-hearts/KHM012.jpg,https://upload.wikimedia.org/wikipedia/en/9/9a/Kingdom_Hearts_Birth_by_Sleep_Boxart.jpg,downloaded,Shared with parent article.
FCA013,KHM013,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts 3D: Dream Drop Distance,wikipedia_summary,Kingdom Hearts 3D: Dream Drop Distance,/covers/kingdom-hearts/KHM013.jpg,https://upload.wikimedia.org/wikipedia/en/2/2b/KH3D_Euro_Cover.jpg,downloaded,Primary article cover.
FCA014,KHM014,kingdom_hearts_master,Kingdom Hearts,Kingdom Hearts HD 1.5 ReMIX,wikipedia_summary,Kingdom Hearts HD 1.5 Remix,/covers/kingdom-hearts/KHM014.jpg,https://upload.wikimedia.org/wikipedia/en/c/c5/Kingdom_Hearts_HD_1.5_ReMIX_box_art.jpg,downloaded,Primary article cover.
